height,<,178,age,>,70,sex,=,1,income,=,1#-2121
height,<,151,age,<,48,sex,=,1,income,=,0#3936
height,<,177,age,>,87,sex,=,0,income,=,1#-10291
height,>,173,age,>,61,sex,=,0,income,=,1#-2346
height,>,170,age,>,80,sex,=,0,income,=,0#-5508
height,<,180,age,>,87,sex,=,0,income,=,0#-16607
height,>,179,age,<,64,sex,=,0,income,=,1#636
height,>,163,age,>,88,sex,=,0,income,=,0#-25040
height,>,178,age,<,89,sex,=,0,income,=,1#807
height,<,152,age,<,77,sex,=,1,income,=,1#866
height,<,180,age,>,85,sex,=,0,income,=,1#-879
height,>,167,age,>,80,sex,=,1,income,=,1#-4895
height,<,168,age,>,79,sex,=,0,income,=,0#-7388
height,<,174,age,>,85,sex,=,0,income,=,0#-23938
height,<,152,age,<,87,sex,=,1,income,=,0#1769
height,>,175,age,<,26,sex,=,0,income,=,1#-420740
height,>,166,age,>,77,sex,=,0,income,=,0#-4751
height,<,152,age,<,21,sex,=,1,income,=,0#46645
height,<,172,age,>,68,sex,=,1,income,=,1#-2556
height,>,170,age,>,75,sex,=,1,income,=,0#-1010
height,<,153,age,<,76,sex,=,1,income,=,1#86
height,<,168,age,>,78,sex,=,0,income,=,1#-2043
height,<,172,age,>,82,sex,=,1,income,=,0#-11861
height,>,158,age,>,81,sex,=,0,income,=,1#-4120
height,>,169,age,>,74,sex,=,1,income,=,1#-2853
height,>,150,age,>,83,sex,=,0,income,=,1#-2149
height,<,163,age,>,70,sex,=,1,income,=,0#828
height,>,151,age,>,72,sex,=,1,income,=,1#-962
height,>,151,age,>,82,sex,=,0,income,=,1#-1855
height,>,160,age,>,72,sex,=,0,income,=,1#-979
height,>,154,age,>,85,sex,=,1,income,=,0#-5791
height,>,180,age,>,23,sex,=,1,income,=,0#3896
height,<,168,age,>,75,sex,=,1,income,=,0#-4795
height,>,151,age,>,85,sex,=,1,income,=,0#-5791
height,<,153,age,<,76,sex,=,1,income,=,1#86
height,>,179,age,<,90,sex,=,1,income,=,0#1017
height,>,152,age,>,71,sex,=,0,income,=,1#-156
height,<,153,age,<,70,sex,=,1,income,=,1#86
height,>,157,age,>,76,sex,=,1,income,=,1#-8155
height,<,163,age,>,76,sex,=,0,income,=,1#4091
height,>,152,age,>,77,sex,=,0,income,=,0#-5804
height,>,178,age,>,22,sex,=,1,income,=,0#2072
height,>,180,age,<,53,sex,=,0,income,=,1#2760
height,>,169,age,<,22,sex,=,0,income,=,1#1340
height,>,163,age,>,75,sex,=,0,income,=,1#-4894
height,<,168,age,>,89,sex,=,0,income,=,0#-4346
height,>,177,age,<,38,sex,=,1,income,=,1#1558
height,>,175,age,<,26,sex,=,1,income,=,1#-423464
height,>,177,age,<,29,sex,=,1,income,=,0#-117044
height,>,178,age,<,55,sex,=,1,income,=,0#951
height,>,169,age,>,69,sex,=,0,income,=,0#-4186
height,>,169,age,>,75,sex,=,0,income,=,0#-5921
height,>,157,age,>,78,sex,=,0,income,=,0#-4388
height,>,179,age,<,80,sex,=,0,income,=,1#636
height,<,180,age,>,84,sex,=,1,income,=,1#-8381
height,>,160,age,>,73,sex,=,0,income,=,1#-2006
height,<,174,age,>,77,sex,=,1,income,=,1#-9317
height,<,163,age,>,57,sex,=,1,income,=,1#1881
height,>,179,age,<,59,sex,=,1,income,=,1#6013
height,<,151,age,<,61,sex,=,1,income,=,1#2989
height,>,179,age,<,86,sex,=,1,income,=,1#6013
height,>,177,age,<,84,sex,=,1,income,=,1#1558
height,>,160,age,>,82,sex,=,0,income,=,1#-1707
height,<,175,age,>,73,sex,=,1,income,=,1#-3913
height,>,161,age,>,88,sex,=,0,income,=,1#-8743
height,>,157,age,>,74,sex,=,0,income,=,1#-1089
height,<,162,age,>,69,sex,=,1,income,=,0#2657
height,>,163,age,>,70,sex,=,1,income,=,1#-2024
height,>,157,age,>,69,sex,=,1,income,=,1#-2217
height,<,157,age,>,22,sex,=,0,income,=,0#-365508
height,<,152,age,<,82,sex,=,1,income,=,0#1769
height,>,167,age,>,72,sex,=,0,income,=,0#-2047
height,<,164,age,>,65,sex,=,1,income,=,1#-36
height,>,154,age,>,86,sex,=,0,income,=,1#-8630
height,<,162,age,>,75,sex,=,0,income,=,0#889
height,>,178,age,<,46,sex,=,1,income,=,0#951
height,>,163,age,>,73,sex,=,0,income,=,1#-3432
height,>,177,age,<,37,sex,=,1,income,=,1#1558
height,<,166,age,>,69,sex,=,0,income,=,1#2893
height,>,168,age,>,86,sex,=,0,income,=,1#-28094
height,<,169,age,>,67,sex,=,1,income,=,1#-1570
height,>,152,age,>,80,sex,=,0,income,=,1#-7587
height,>,178,age,<,76,sex,=,1,income,=,0#951
height,>,152,age,>,79,sex,=,1,income,=,1#-9195
height,>,173,age,>,51,sex,=,1,income,=,0#-1553
height,<,165,age,>,84,sex,=,0,income,=,0#-13228
height,<,170,age,>,80,sex,=,1,income,=,0#-5059
height,<,157,age,>,19,sex,=,1,income,=,1#-91200
height,<,164,age,>,68,sex,=,0,income,=,1#2216
height,<,179,age,>,87,sex,=,1,income,=,0#-5475
height,>,179,age,<,45,sex,=,0,income,=,0#916
height,>,170,age,<,22,sex,=,1,income,=,0#1059
height,>,166,age,>,65,sex,=,1,income,=,0#-1270
height,>,159,age,>,74,sex,=,1,income,=,1#-3775
height,>,173,age,>,58,sex,=,0,income,=,1#-2308
height,<,167,age,>,72,sex,=,0,income,=,0#-1701
height,>,162,age,>,72,sex,=,0,income,=,1#-2125
height,>,156,age,>,84,sex,=,1,income,=,1#-8381
height,>,179,age,<,90,sex,=,0,income,=,0#916
height,<,173,age,>,87,sex,=,0,income,=,1#-3068
height,>,151,age,>,68,sex,=,1,income,=,0#-986
height,<,173,age,>,66,sex,=,1,income,=,1#-1371
height,<,162,age,>,80,sex,=,1,income,=,0#19415
height,>,157,age,>,86,sex,=,0,income,=,1#-8630
height,>,158,age,>,70,sex,=,1,income,=,1#-2121
height,>,153,age,>,74,sex,=,0,income,=,1#-1089
height,<,151,age,<,29,sex,=,0,income,=,0#4254
height,<,151,age,<,77,sex,=,0,income,=,1#1872
height,>,180,age,>,21,sex,=,1,income,=,1#5569
height,<,151,age,<,65,sex,=,0,income,=,1#1872
height,<,164,age,>,85,sex,=,1,income,=,0#8750
height,>,156,age,>,83,sex,=,0,income,=,1#-2149
height,>,178,age,<,90,sex,=,1,income,=,0#951
height,>,168,age,>,73,sex,=,1,income,=,0#-1744
height,<,152,age,<,58,sex,=,1,income,=,1#866
height,<,177,age,>,75,sex,=,0,income,=,1#-2890
height,>,158,age,>,88,sex,=,1,income,=,0#-5754
height,<,181,age,>,80,sex,=,0,income,=,0#-8050
height,<,164,age,>,83,sex,=,1,income,=,1#-9115
height,>,179,age,<,39,sex,=,0,income,=,1#636
height,>,178,age,<,29,sex,=,1,income,=,0#-300485
height,>,160,age,>,75,sex,=,1,income,=,0#-3446
height,<,151,age,<,50,sex,=,0,income,=,0#4254
height,<,165,age,>,82,sex,=,0,income,=,0#-8835
height,>,156,age,>,88,sex,=,1,income,=,1#5857
height,<,173,age,>,79,sex,=,1,income,=,0#-4116
height,<,173,age,>,77,sex,=,1,income,=,1#-8816
height,>,157,age,>,70,sex,=,0,income,=,1#-286
height,>,150,age,>,86,sex,=,1,income,=,1#-15030
height,>,150,age,>,80,sex,=,0,income,=,0#-8050
height,>,177,age,<,78,sex,=,1,income,=,1#1558
height,<,152,age,<,84,sex,=,1,income,=,0#1769
height,<,165,age,>,76,sex,=,1,income,=,0#-424
height,<,153,age,<,76,sex,=,1,income,=,1#86
height,>,155,age,>,82,sex,=,0,income,=,1#-1855
height,<,161,age,>,80,sex,=,0,income,=,0#-11299
height,>,161,age,>,67,sex,=,1,income,=,1#-2330
height,>,179,age,<,36,sex,=,1,income,=,1#6013
height,>,158,age,>,72,sex,=,1,income,=,1#-962
height,>,171,age,>,78,sex,=,0,income,=,0#-3679
height,>,160,age,>,89,sex,=,0,income,=,0#-13703
height,>,167,age,>,80,sex,=,1,income,=,1#-4895
height,<,178,age,>,79,sex,=,1,income,=,0#-5457
height,>,163,age,>,68,sex,=,1,income,=,0#-1902
height,>,160,age,>,88,sex,=,0,income,=,0#-19171
height,<,175,age,>,72,sex,=,1,income,=,1#-962
height,>,173,age,>,62,sex,=,1,income,=,1#-1452
height,>,173,age,>,61,sex,=,1,income,=,0#-1804
height,<,163,age,>,85,sex,=,0,income,=,0#-14221
height,>,172,age,>,77,sex,=,1,income,=,1#-8913
height,>,156,age,>,80,sex,=,0,income,=,0#-8050
height,>,159,age,>,75,sex,=,1,income,=,1#-6429
height,>,155,age,>,85,sex,=,1,income,=,0#-5791
height,>,155,age,>,78,sex,=,1,income,=,1#-9061
height,>,169,age,>,70,sex,=,1,income,=,0#462
height,<,159,age,>,21,sex,=,1,income,=,1#-71200
height,>,170,age,>,73,sex,=,1,income,=,0#1447
height,>,180,age,<,54,sex,=,1,income,=,1#5569
height,>,162,age,>,70,sex,=,1,income,=,0#-1314
height,>,151,age,>,86,sex,=,1,income,=,1#-15030
height,<,167,age,>,77,sex,=,0,income,=,0#-7071
height,>,180,age,>,24,sex,=,0,income,=,1#13580
height,>,180,age,<,76,sex,=,0,income,=,0#-766
height,<,175,age,>,70,sex,=,1,income,=,0#-886
height,<,165,age,>,80,sex,=,0,income,=,0#-6274
height,>,168,age,>,82,sex,=,1,income,=,1#-4392
height,>,160,age,>,76,sex,=,1,income,=,1#-8694
height,<,177,age,>,76,sex,=,0,income,=,0#-4756
height,<,173,age,>,73,sex,=,1,income,=,0#-2518
height,<,151,age,<,43,sex,=,0,income,=,1#1872
height,<,157,age,>,21,sex,=,1,income,=,0#-200350
height,<,151,age,<,81,sex,=,1,income,=,1#2989
height,>,153,age,>,80,sex,=,1,income,=,1#-10071
height,<,178,age,>,89,sex,=,0,income,=,1#8306
height,>,178,age,<,38,sex,=,0,income,=,1#807
height,>,167,age,>,78,sex,=,1,income,=,0#-5929
height,>,154,age,>,78,sex,=,0,income,=,0#-4388
height,>,171,age,>,77,sex,=,0,income,=,0#-5769
height,>,165,age,>,84,sex,=,0,income,=,0#-23944
height,>,157,age,>,88,sex,=,1,income,=,1#5857
height,<,166,age,>,80,sex,=,0,income,=,0#-7168
height,<,169,age,>,75,sex,=,1,income,=,1#-8663
height,<,177,age,>,80,sex,=,1,income,=,0#-5925
height,>,159,age,>,81,sex,=,1,income,=,1#-9899
height,>,167,age,>,68,sex,=,0,income,=,1#-3861
height,>,158,age,>,72,sex,=,1,income,=,1#-962
height,>,178,age,>,18,sex,=,0,income,=,1#807
height,>,168,age,>,84,sex,=,0,income,=,1#1015
height,>,177,age,<,29,sex,=,0,income,=,0#-130551
height,>,163,age,>,86,sex,=,1,income,=,1#-13724
height,>,169,age,>,79,sex,=,0,income,=,0#-8833
height,<,169,age,>,64,sex,=,1,income,=,1#-1673
height,>,150,age,>,70,sex,=,0,income,=,1#-286
